,name,url,formatted_address,types,place_id,accounting,administrative_area_level_1,administrative_area_level_2,administrative_area_level_4,administrative_area_level_5,airport,amusement_park,art_gallery,atm,bakery,bank,bar,beauty_salon,bicycle_store,book_store,bus_station,cafe,campground,car_dealer,car_rental,car_repair,car_wash,casino,church,city_hall,clothing_store,colloquial_area,convenience_store,country,dentist,department_store,doctor,drugstore,electronics_store,establishment,finance,florist,food,furniture_store,gas_station,general_contractor,grocery_or_supermarket,gym,hair_care,hardware_store,health,home_goods_store,hospital,jewelry_store,laundry,library,liquor_store,local_government_office,locality,lodging,meal_delivery,meal_takeaway,movie_rental,movie_theater,moving_company,museum,natural_feature,neighborhood,night_club,park,parking,pet_store,pharmacy,physiotherapist,place_of_worship,point_of_interest,police,political,post_office,premise,primary_school,real_estate_agency,restaurant,rv_park,school,secondary_school,shoe_store,shopping_mall,spa,stadium,storage,store,street_address,sublocality,sublocality_level_1,subway_station,supermarket,tourist_attraction,town_square,train_station,transit_station,travel_agency,university,veterinary_care,zoo
3713,Barro Duro,"https://maps.google.com/?q=Barro+Duro,+Macei%C3%B3+-+AL,+Brasil&ftid=0x701460d51767e1d:0xaa352ccfa1bab212","Barro Duro, Maceió - AL, Brasil","['sublocality_level_1', 'sublocality', 'political']",ChIJHX52UQ1GAQcRErK6oc8sNao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
3714,Barra Nova,"https://maps.google.com/?q=Barra+Nova,+Mal.+Deodoro+-+AL,+57160-000,+Brasil&ftid=0x7015184eaf89107:0x56f43441dcf57d27","Barra Nova, Mal. Deodoro - AL, 57160-000, Brasil","['sublocality_level_1', 'sublocality', 'political']",ChIJB5H46oRRAQcRJ3313EE09FY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
3715,Restaurante Dragão,https://maps.google.com/?cid=1399466885644444698,"Av. Dr. Antônio Gouveia, 21 - Pajuçara, Maceió - AL, 57030-170, Brasil","['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJgzXwGQxFAQcRGmTCwbfnaxM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3716,Restaurante Popular de Maceió,https://maps.google.com/?cid=2220972620215083099,"R. Barão de Maceió, 2-46 - Centro, Maceió - AL, 57020-360, Brasil","['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJux4EsYBPAQcRW-DJs9R60h4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3717,Restaurante Filé do Zezé,https://maps.google.com/?cid=15765894329089960947,"R. Industrial Climério Sarmento, 15 - Jatiúca, Maceió - AL, 57036-590, Brasil","['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJR1piJLJFAQcR86vAa1y1y9o,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3718,Restaurante Refugio,https://maps.google.com/?cid=3408562044420439502,"Tv. Pau Brasil, 158 - Feitosa, Maceió - AL, 57043-332, Brasil","['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJs_aqqpNFAQcRzj2PvB6lTS8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3719,Restaurante Panela Alagoana,https://maps.google.com/?cid=5528269247789614121,"R. Olavo Macêdo Ribeiro, 87 - Jatiúca, Maceió - AL, 57036-350, Brasil","['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJlVhZDrFFAQcRKUQ3QZdbuEw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3720,Shopping Pátio Maceió,https://maps.google.com/?cid=10071159344160882462,"Av. Menino Marcelo, 3800 - Cidade Universitária, Maceió - AL, 57073-470, Brasil","['shopping_mall', 'point_of_interest', 'establishment']",ChIJ9a-eQBdIAQcRHr8QcRDyw4s,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3721,Shopping Popular,https://maps.google.com/?q=Shopping+Popular&ftid=0x7014f80b4ccb21f:0x61720dc6267328c4,"Shopping Popular - Rua do Livramento, 468 - Centro, Maceió - AL, 57020-030, Brasil",['premise'],ChIJH7LMtIBPAQcRxChzJsYNcmE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3722,Shopping Miramar,https://maps.google.com/?cid=3584511921624651728,"Av. Juca Sampaio, 2247 - Feitosa, Maceió - AL, 57040-600, Brasil","['shopping_mall', 'point_of_interest', 'establishment']",ChIJB4TgM9xFAQcR0BeX5Zm-vjE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3723,Shopping Farol,https://maps.google.com/?cid=6161422146370611787,"Av. Fernandes Lima - Pinheiro, Maceió - AL, 57057-000, Brasil","['shopping_mall', 'point_of_interest', 'establishment']",ChIJNb1C2P9FAQcRSyqlKczEgVU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3724,Shopping Pajuçara,https://maps.google.com/?cid=4811880785425023078,"R. Jangadeiros Alagoanos, 619 - Pajuçara, Maceió - AL, 57030-000, Brasil","['shopping_mall', 'point_of_interest', 'establishment']",ChIJV3cVXAxFAQcRZkDJdBQ8x0I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3725,Churrascaria Orgulho Nordestino,https://maps.google.com/?cid=12672752826989830972,"R. Virgildásio Sena - Boca do Rio, Salvador - BA, 41750-220, Brasil","['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ9Z404REbFgcRPGMOk42p3q8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3726,Pizzaria Piratas do Picuí,https://maps.google.com/?cid=7960012704949814254,"Av. Eng. Paulo Brandão Nogueira, 180-306 - Jatiúca, Maceió - AL, 57036-550, Brasil","['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJYwLQS7ZFAQcR7kMhlmGld24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3727,Pizzaria Sorriso,https://maps.google.com/?cid=5046181826160441658,"Av. Tomás Espíndola, 760 - Farol, Maceió - AL, 57051-000, Brasil","['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJTamHmIVFAQcROjlTlKKjB0Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3728,Pizzaria Piratas do Picui,https://maps.google.com/?cid=9878645055809968904,"Av. Menino Marcelo, 279 - Serraria, Maceió - AL, 57046-000, Brasil","['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJxwO-WBNGAQcRCNu4xVb_F4k,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3729,Pizzaria Morais,https://maps.google.com/?cid=6226167644530027567,"R. Dr. Ivaldo Marinho, 40 - Jacintinho, Maceió - AL, 57042-080, Brasil","['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ5y9UncJFAQcRLyw-LHzKZ1Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3730,Hamburgueria Farol,https://maps.google.com/?cid=4544836552810249444,"R. Prof. José da Silveira Camerino, 1154A - Bebedouro, Maceió - AL, 57055-620, Brasil","['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJW0OUwfdFAQcR5Dx35MOAEj8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731,Hamburgueria Ponto.B,https://maps.google.com/?cid=4614896606828311776,"R. Dona Antônia, 494 - Gruta de Lourdes, Maceió - AL, 57052-860, Brasil","['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJKaAvrnRHAQcR4DQoXQNoC0A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3732,Hamburgueria Stanley,https://maps.google.com/?cid=8378629437210998533,"R. Ernesto Gomes Maranhão, 547-675 - Jatiúca, Maceió - AL, 57036-340, Brasil","['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ8z2oQLtFAQcRBbeXzRTfRnQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3733,Hamburgueria do Chef,https://maps.google.com/?cid=12373237539567787333,"Conjunto Medeiros Neto II Conjunto 13 bloco 01 - Santa Amelia, Maceió - AL, 57063-830, Brasil","['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJQTWZMpRJAQcRRV13a_yRtqs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3734,Cerveja & Tudo Maceió,https://maps.google.com/?cid=16346423377025092988,"Av. João Davino, 344 - Jatiúca, Maceió - AL, 57035-554, Brasil","['liquor_store', 'point_of_interest', 'store', 'establishment']",ChIJ1xPsf8lFAQcRfM24T3Qp2uI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3735,Cervejaria e Petiscaria Bora Lá,https://maps.google.com/?cid=7125154973235419798,"R. Manoel Lourenço, 146 - Ponta Grossa, Maceió - AL, 57014-450, Brasil","['bar', 'point_of_interest', 'establishment']",ChIJoT9RWoJPAQcRlhpOjbKi4WI,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3736,Terraço Restaurante e Cervejaria,https://maps.google.com/?cid=9463022416087032071,"Tv. Dr. Antônio Gouvêia, 293 - Pajuçara, Maceió - AL, 57030-170, Brasil","['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJxbhInw1FAQcRByFtDMBoU4M,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3737,Sorveteria Bali,https://maps.google.com/?cid=10089475289676449928,"Av. Dr. Antônio Gouveia, 451 - Pajuçara, Maceió - AL, 57030-170, Brasil","['food', 'point_of_interest', 'store', 'establishment']",ChIJj583fg1FAQcRiAg_01EEBYw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3738,Sorveteria Bali,https://maps.google.com/?cid=8903342436606137925,"R. José Maia Gomes - Jatiúca, Maceió - AL, 57036-240, Brasil","['food', 'point_of_interest', 'store', 'establishment']",ChIJNxiSubZFAQcRRdaRL8YGj3s,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3739,Sorveteria Bali - Ponta Verde,https://maps.google.com/?cid=2938078872651474175,"Av. Dr. José Sampaio Luz, 523 - Ponta Verde, Maceió - AL, 57035-260, Brasil","['food', 'point_of_interest', 'store', 'establishment']",ChIJdWMUk19FAQcR_6R4Bisnxig,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3740,Sorveteria Frutilla - Loja da fábrica,https://maps.google.com/?cid=5085667649405799911,"Rua Domingos Lordsleen - Pajuçara, Maceió - AL, 57030-680, Brasil","['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJq8ivs9lFAQcR502HOMjrk0Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3741,Sorveteria Bali,https://maps.google.com/?cid=687500268068381681,"Av. Comendador Gustavo Paiva, 2990 - Mangabeiras, Maceió - AL, 57031-530, Brasil","['restaurant', 'food', 'point_of_interest', 'store', 'establishment']",ChIJz4tYt7ZFAQcR8aMz7dl9igk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3742,Veterinária Gruta De Lourdes,https://maps.google.com/?cid=4864101944353961304,"R. Dr. Abelardo Pontes Lima, 298 - Gruta de Lourdes, Maceió - AL, 57052-520, Brasil","['pet_store', 'point_of_interest', 'store', 'establishment']",ChIJu_8PcQNGAQcRWDWBgPLCgEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3743,Vet Center Veterinária,https://maps.google.com/?cid=8129228749629276262,"Tv. Assis Chateaubrind, 547 - Centro, Maceió - AL, 57020-470, Brasil","['pet_store', 'point_of_interest', 'store', 'establishment']",ChIJ6yzJBohPAQcRZsCLL3rS0HA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3744,Veterinários em domicilio,https://maps.google.com/?cid=5886492917248004335,"-303 - Av. Tancredo Neves, 213 - Cidade Universitária, Maceió - AL, 57073-480, Brasil","['veterinary_care', 'health', 'point_of_interest', 'establishment']",ChIJ4YJ3qx5IAQcR75BryR4GsVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3745,CLINICA VETERINÁRIA PET'S WORLD,https://maps.google.com/?cid=12944992782819048864,"Rua Luiz Francisco Cedrim, 46 - Mangabeiras, Maceió - AL, 57037-530, Brasil","['pet_store', 'veterinary_care', 'point_of_interest', 'store', 'establishment']",ChIJgwydyLhFAQcRoL3st1napbM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3746,7ball Esporte & Lazer Maceió | Mesas de Sinuca,https://maps.google.com/?cid=12574430045611231276,"Av. Comendador Gustavo Paiva, 2117 - Mangabeiras, Maceió - AL, 57037-532, Brasil","['point_of_interest', 'store', 'establishment']",ChIJMQaav4pFAQcRLAioGYFZga4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3747,Sinuca Zé Domingos,https://maps.google.com/?cid=5986811510151845097,"R. Antônio Bruno de Oliveira, Taquarana - AL, 57640-000, Brasil","['night_club', 'point_of_interest', 'establishment']",ChIJ0dpvH6yFBgcR6RTSV1ltFVM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3748,Boteco Lugar Nenhum,https://maps.google.com/?cid=11094439104654562143,"Rua Hamilton de Barros Soutinho, 962 - Jatiúca, Maceió - AL, 57035-690, Brasil","['bar', 'point_of_interest', 'establishment']",ChIJBeUTtgxFAQcRX1Mjt5Vd95k,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3749,Boteco do Tonho,https://maps.google.com/?cid=4072705456265119352,"R. Manoel Lourenço, 248 - Ponta Grossa, Maceió - AL, 57014-450, Brasil","['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",ChIJqzVkYYJPAQcReEZ6ywgohTg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3750,Boteco da Bola,https://maps.google.com/?cid=1171843968919341046,"Av. Dr. Antônio Gomes de Barros, 970 - Jatiúca, Maceió - AL, 57036-000, Brasil","['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",ChIJv8fLWrpFAQcR9gefi-E5QxA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3751,Boteco do Urugua,https://maps.google.com/?cid=5464881128458220029,"R. Melo Póvoas, 165 - Jaraguá, Maceió - AL, 57022-210, Brasil","['bar', 'point_of_interest', 'establishment']",ChIJmwuV9XJFAQcR_fF8oW4o10s,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
