,name,url,formatted_address,types,place_id,accounting,administrative_area_level_1,administrative_area_level_2,administrative_area_level_4,administrative_area_level_5,airport,amusement_park,art_gallery,atm,bakery,bank,bar,beauty_salon,bicycle_store,book_store,bus_station,cafe,campground,car_dealer,car_rental,car_repair,car_wash,casino,church,city_hall,clothing_store,colloquial_area,convenience_store,country,dentist,department_store,doctor,drugstore,electronics_store,establishment,finance,florist,food,furniture_store,gas_station,general_contractor,grocery_or_supermarket,gym,hair_care,hardware_store,health,home_goods_store,hospital,jewelry_store,laundry,library,liquor_store,local_government_office,locality,lodging,meal_delivery,meal_takeaway,movie_rental,movie_theater,moving_company,museum,natural_feature,neighborhood,night_club,park,parking,pet_store,pharmacy,physiotherapist,place_of_worship,point_of_interest,police,political,post_office,premise,primary_school,real_estate_agency,restaurant,rv_park,school,secondary_school,shoe_store,shopping_mall,spa,stadium,storage,store,street_address,sublocality,sublocality_level_1,subway_station,supermarket,tourist_attraction,town_square,train_station,transit_station,travel_agency,university,veterinary_care,zoo
1423,União Nacional Dança do Leão e Dragão,https://maps.google.com/?cid=16756346438706687110,"Rua Barão de Iguape, 280 - Liberdade, São Paulo - SP, 01507-000, Brasil","['health', 'point_of_interest', 'establishment']",ChIJp6EfzadZzpQRhmx-nE6Aiug,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1424,MANDALA Núcleo de Artes - Dança - Circo - Yoga - Pilates - Teatro - Canto,https://maps.google.com/?cid=16093401338471188685,"R. da Glória, 593 - Liberdade, São Paulo - SP, 01510-001, Brasil","['university', 'gym', 'health', 'point_of_interest', 'establishment']",ChIJ2zteyadZzpQRzQhfN0A_V98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1425,Barro Preto,"https://maps.google.com/?q=Barro+Preto,+Belo+Horizonte+-+MG,+Brasil&ftid=0xa6975d3d6668d9:0xa9b0e31025895de","Barro Preto, Belo Horizonte - MG, Brasil","['sublocality_level_1', 'sublocality', 'political']",ChIJ2WhmPV2XpgAR3pVYAjEOmwo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1426,Barreiro,"https://maps.google.com/?q=Barreiro,+Belo+Horizonte+-+MG,+Brasil&ftid=0xa6bddef1fb97c9:0xaef292816cd5a06","Barreiro, Belo Horizonte - MG, Brasil","['sublocality_level_1', 'sublocality', 'political']",ChIJyZf78d69pgARBlrNFigp7wo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1427,Barroca,"https://maps.google.com/?q=Barroca,+Belo+Horizonte+-+MG,+Brasil&ftid=0xa6970c0871e573:0xb73b93365be5d7f3","Barroca, Belo Horizonte - MG, Brasil","['sublocality_level_1', 'sublocality', 'political']",ChIJc-VxCAyXpgAR89flWzaTO7c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1428,Barão de Cocais,"https://maps.google.com/?q=Bar%C3%A3o+de+Cocais,+MG,+35970-000,+Brasil&ftid=0xa4482d2e012c2f:0xe017290b459d976e","Barão de Cocais, MG, 35970-000, Brasil","['locality', 'political']",ChIJLywBLi1IpAARbpedRQspF-A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1429,Barragem Santa Lúcia,https://maps.google.com/?q=Barragem+Santa+L%C3%BAcia&ftid=0xa69786f4f538ab:0xb884dfcd9e0afdf6,"Barragem Santa Lúcia - Santa Lúcia, Belo Horizonte - MG, 30335, Brasil","['natural_feature', 'establishment']",ChIJqzj19IaXpgAR9v0Kns3fhLg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1430,Restaurante Glouton,https://maps.google.com/?cid=15467192179035092830,"R. Bárbara Heliodora, 59 - Lourdes, Belo Horizonte - MG, 30180-130, Brasil","['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJFeUR4WGXpgARXjcWkFaBptY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1431,Restaurante Popular II - Josué de Castro,https://maps.google.com/?cid=11268482470691784366,"R. Ceará, 490 - Santa Efigênia, Belo Horizonte - MG, 30150-310, Brasil","['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ5_57Bu2ZpgARrsZMpxqxYZw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1432,Restaurante Popular,https://maps.google.com/?cid=2852593480508771046,"Av. do Contorno, 11484 - Barro Preto, Belo Horizonte - MG, 30110-078, Brasil","['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJBV0g-fWZpgAR5gpSJqhylic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1433,Restaurante Topo do Mundo,https://maps.google.com/?cid=8436240756784085868,"R. Sen. Milton Campos, 145 - Vila Castela, Nova Lima - MG, 34006-050, Brasil","['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJgzDxFlS9pgARbLvJa0WME3U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1434,Restaurante Mineirinho I,https://maps.google.com/?cid=7160776368734239697,"R. Espírito Santo, 310 - Centro, Belo Horizonte - MG, 30160-030, Brasil","['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ83WGtPuZpgAR0Xtq_iowYGM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1435,Shopping Oiapoque,https://maps.google.com/?cid=5502663509703017484,"Av. Oiapoque, 156 - Centro, Belo Horizonte - MG, 30111-070, Brasil","['shopping_mall', 'point_of_interest', 'establishment']",ChIJqTzbxP6ZpgARDERaxk5jXUw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436,Shopping Cidade,https://maps.google.com/?cid=9252801699868185637,"Rua dos Tupis, 337 - Centro, Belo Horizonte - MG, 30190-060, Brasil","['shopping_mall', 'point_of_interest', 'establishment']",ChIJEVbOc-OZpgARJRTGYR-OaIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1437,Shopping Del Rey,https://maps.google.com/?cid=15949454486732453275,"Av. Presidente Carlos Luz, 3001 - Pampulha, Belo Horizonte - MG, 31250-010, Brasil","['shopping_mall', 'point_of_interest', 'establishment']",ChIJJ9U5gsOZpgARm7XyElrYV90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1438,Shopping Xavantes,https://maps.google.com/?cid=16647703067603389929,"R. Curitiba, 149 - Centro, Belo Horizonte - MG, 30170-120, Brasil","['shopping_mall', 'point_of_interest', 'establishment']",ChIJN9V7vv6ZpgAR6U2ulryFCOc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1439,Shopping Contagem,https://maps.google.com/?cid=13406921232034259126,"Av. Severino Ballesteros - Av. Severino Balsteros Rodrigues, 850 - Cabral, Contagem - MG, 32110-005, Brasil","['shopping_mall', 'point_of_interest', 'establishment']",ChIJr6lXv_aTpgARtmAL39PzDro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1440,Restaurante Orgulho de Minas,https://maps.google.com/?cid=14327483206827230495,"R. Artur Bernardes, 231 - Centro, Itabirito - MG, 35450-000, Brasil","['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ4bSBB_eppgARH8VP_BBy1cY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1441,Orgulho de Ser Caipira,https://maps.google.com/?cid=7312618005366215185,"R. Pereira Guimarães, 639 - Concenza, Mateus Leme - MG, 35670-000, Brasil","['point_of_interest', 'store', 'establishment']",ChIJMbyhB30opwAREZL6-1Sje2U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1442,Centro de Cidadania LGBTI zona Sul,https://maps.google.com/?cid=15443769393776717632,"Rua Conde de Itu - Santo Amaro, São Paulo - SP, 04736-000, Brasil","['point_of_interest', 'establishment']",ChIJn2NLs1dQzpQRQG8cZXBKU9Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1443,Pizzaria Primos,https://maps.google.com/?cid=5877479458026395584,"Rua dos Timbiras, 2041 - Lourdes, Belo Horizonte - MG, 30350-060, Brasil","['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJRcLqsn2XpgARwJdRRm0AkVE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1444,Pizzaria Guarani,https://maps.google.com/?cid=9022928657249176931,"Av. Waldomiro Lobo, 1180 - Guarani, Belo Horizonte - MG, 31814-620, Brasil","['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJy5jkzbCapgARY40H6c7hN30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1445,Pizzaria do Porto,https://maps.google.com/?cid=14511857071464823683,"R. Rio Grande do Sul, 714 - Barro Preto, Belo Horizonte - MG, 30170-110, Brasil","['restaurant', 'food', 'point_of_interest', 'store', 'establishment']",ChIJewiKK1mXpgARg7vmjx55ZMk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1446,Pizzaria Olegário,https://maps.google.com/?cid=3477382115976406192,"Av. Olegário Maciel, 1748 - Lourdes, Belo Horizonte - MG, 30180-111, Brasil","['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment']",ChIJW64AGWGXpgARsOQRS5wkQjA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1447,Pizzaria Porteira de Minas,https://maps.google.com/?cid=15588742883633613337,"Rua dos Timbiras, 2001 - Lourdes, Belo Horizonte - MG, 30140-061, Brasil","['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJp0WsyniXpgARGUrhWQ9XVtg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1448,Hamburgueria Brutos,https://maps.google.com/?cid=7913652896231979360,"São Francisco sp - R. São Paulo, número 1600 - Lourdes, Belo Horizonte - MG, 30170-132, Brasil","['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJsVD4ENiZpgARYPmle2Hx0m0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1449,Hamburgueria Sabor Na Chapa,https://maps.google.com/?cid=8556816560499284119,"R. Leopoldino de Oliveira, 1260 - Santo Andre, Belo Horizonte - MG, 31230-532, Brasil","['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJH8p1PEaRpgARl1i9aFPrv3Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1450,Hamburgueria bocaiuva,https://maps.google.com/?cid=16503619738230080653,"R. Oscar Trompowsky, 1653 - Gutierrez, Belo Horizonte - MG, 30451-269, Brasil","['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJXxwqg92XpgARjURURbaiCOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1451,Hamburgueria e Restaurante Dusotros,https://maps.google.com/?cid=2753563123488131698,"R. Geraldo Teixeira da Costa, 212 - Floresta, Belo Horizonte - MG, 30150-120, Brasil","['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJ4_q6hV2ZpgARcgogYhKfNiY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1452,Cervejaria Wals,https://maps.google.com/?cid=11185717190900729126,"R. Padre Leopoldo Mertens, 1460 - São Francisco, Belo Horizonte - MG, 31255-200, Brasil","['food', 'point_of_interest', 'establishment']",ChIJWUT0VZOQpgARJkWeSYWmO5s,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1453,Cervejaria Cultura,https://maps.google.com/?cid=2185111447644653598,"R. Itapeva, 115 - Concórdia, Belo Horizonte - MG, 31140-120, Brasil","['meal_delivery', 'food', 'point_of_interest', 'establishment']",ChIJGZ6XBtqbpgARHsh_z0gTUx4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1454,Cervejaria Bistecão,https://maps.google.com/?cid=145174320773642295,"R. Jacarina, 61 - Padre Eustáquio, Belo Horizonte - MG, 30720-180, Brasil","['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']",ChIJrSWGNjuXpgARN7g4jEbDAwI,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1455,Cervejaria Sinuca Bar Ltda.,https://maps.google.com/?cid=3364330649873624632,"R. Tomé de Souza, 22 - Savassi, Belo Horizonte - MG, 30140-130, Brasil","['bar', 'point_of_interest', 'establishment']",ChIJSQkoIMeZpgAROC6trOaAsC4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1456,Cervejaria e Churrascaria Caiçara Grill,https://maps.google.com/?cid=11043737495854363112,"R. Francisco Bicalho, 2000 - Caiçara-Adelaide, Belo Horizonte - MG, 30720-340, Brasil","['restaurant', 'food', 'point_of_interest', 'establishment']",ChIJC3iBMSmXpgAR6LEPgb08Q5k,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1457,Sorveteria São Domingos,https://maps.google.com/?cid=3538733639965750883,"Av. Getúlio Vargas, 792 - Savassi, Belo Horizonte - MG, 30112-020, Brasil","['food', 'point_of_interest', 'store', 'establishment']",ChIJ9x2PlsOZpgARYzbiHH8bHDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1458,Sorveteria Almeida,https://maps.google.com/?cid=12766233019841637520,"Av. Francisco Sá, 1090 - Gutierrez, Belo Horizonte - MG, 30430-040, Brasil","['food', 'point_of_interest', 'store', 'establishment']",ChIJ9V107W2XpgARkOyFC0vFKrE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1459,Sorveteria Sol & Neve,https://maps.google.com/?cid=11752373364693536559,"R. Pouso Alegre, 1084 - Horto, Belo Horizonte - MG, 31015-184, Brasil","['restaurant', 'food', 'point_of_interest', 'store', 'establishment']",ChIJ4e664B2apgARLw9S9k7RGKM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1460,Sorveteria Universal,https://maps.google.com/?cid=7794905662184283079,"Av. do Contorno, 1855 - Floresta, Belo Horizonte - MG, 31110-005, Brasil","['food', 'point_of_interest', 'store', 'establishment']",ChIJP8w3o_WZpgARx9ssjGYRLWw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1461,Sorveteria Easyice,https://maps.google.com/?cid=6865472282051318206,"Rua Professor Moraes, 476 - loja 2 - Funcionários, Belo Horizonte - MG, 30150-370, Brasil","['food', 'point_of_interest', 'store', 'establishment']",ChIJVzYIZ8SZpgARvpH1aqoOR18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
